133,2014-000-000097-306,Z7G244000BS035824,Паспорт транспортного средства 16 НЕ 890254 от 04.08.2011 Марка, модель ТС Fiat DUCATO Наименование (тип ТС) Грузопассажирский фургон Категория ТС В Год изготовления ТС 2011 Модель, № двигателя F1AE0481C1319188 Шасси (рама) № отсутствует Кузов (кабина, прицеп) № Z7G244000BS035824 Цвет кузова (кабины) белый Мощность двигателя, л.с. (кВт) 110 - (81) Рабочий объем двигателя, куб.см 2286 Тип двигателя дизельный Экологический класс третий Разрешенная максимальная масса, кг 3300 Масса без нагрузки, кг,,
134,2014-000-000098-258,XWEPC811DB0003521,Легковой автомобиль KIA Sportage, 2011 г.в. цвет черный перламутр, ПТС 39 НЕ 228191, 22.03.2011г, ООО ""Эллада Интертрейд"", г. Калининград,,
135,2014-000-000099-195,Z94CB41BBCR020137,Легковой автомобиль KIA RIO, 2011 г.в., цвет синий, ПТС 78 НМ 548973, 19.12.2011 г, ООО ""ХММР"" г. Санкт-Петербург.,,
149,2014-000-000124-683,,Марка ISSAN QASH!AI+2 Год выпуска 2011 Двигатель № HR16 174340C Шасси (рама) № отсутствует Кузов № SJNJAAJ10U7086712 Цвет кузова (кабины) светло-коричневый Свидетельство о регистрации № 22 ХХ 112112 Регистрационный знак А 163 УК 22 ПТС 78 УО 342666 от 25.09.2011,,
150,2014-000-000125-370,,Марка-Экскаватор Одноковшовый ЭО-2202 Год выпуска 2010 Заводской № машины (рамы) 00229/808102344 Номер двигателя 511316 Коробка передач № 323993 Основной ведущий мост(мосты) № 622219/0710302-04 Цвет сине-желтый Вид движения колесный Регистрационный знак 22 МС 8730 паспорт самоходной машины ВЕ 416060,,
151,2014-000-000126-871,XTC532130S1081854,Грузовой автомобиль КАМАЗ 53213, цвет белый, год изготовления 1995, номер рамы 1081854, номер двигателя 740.20 045248, государственный регистрационный знак Х 317 ЕС 19,,
152,2014-000-000124-683/1,,Марка NISSAN QASHQAI+2 Год выпуска 2011 Двигатель № HR16 174340C Шасси (рама) № отсутствует Кузов № SJNJAAJ10U7086712 Цвет кузова (кабины) светло-коричневый Свидетельство о регистрации № 22 ХХ 112112 Регистрационный знак А 163 УК 22 ПТС 78 УО 342666 от 25.09.2011,,
155,2014-000-000130-491,X8947840070BH3086,Лесовоз на базе автомобиля Урал, гос. номер В 761 СС, свидетельство о регистрации ТС 66 РМ № 642654 от 31.10.2007 г., 2007 г. вып,,
156,2014-000-000130-491,X8947840070BH3087,Лесовоз на базе автомобиля Урал, гос. номер В 762 СС, свидетельство о регистрации ТС 66 СХ № 570410 от 02.12.2008 г., 2008 г. вып,,
157,2014-000-000130-491,JTNBE40K403180449,Автомобиль TOYOTA CAMRY легковой, гос. номер Т 070 НХ, свидетельство о регистрации ТС 66 СХ № 570410 от 02.12.2008, 2008 г. вып.,,
158,2014-000-000130-491,X1M3205C280009087,Автобус ПАЗ-32053-110-07 КААЗ, гос. номер ЕК 932, свидетельство о регистрации ТС 66 СХ № 579955 от 06.12.2008, 2008 г.вып.,,
159,2014-000-000132-689,X7LLSRB1HCH500212,RENAULT LOGAN, ПТС 77 НК 754989 выдан 08.02.2012 г. ОАО ""Автофрамос"", 2012 г.в., цвет синий,,
160,2014-000-000131-545,WV1ZZZ2EZC6045059,Легковой автомобиль VOLKSWAGEN 2EKZ CRAFTER, 2012 г., объем двигателя 1968 куб см, тип двигателя дизельный, цвет кузова темно-красный, мощность двигателя 163 л.с., номер двигателя: CKU018637,,
161,2014-000-000133-983,JTDDR32T920121452,TOYOTA CELICA, ПТС 78 ТР 410668 выдан 31.05.2013 г. РЭО ГИБДД ОВД, 2002 г.в., цвет серебристый,,
162,2014-000-000134-295,X7LLSRB2HBH467180,RENAULT LOGAN, ПТС 77 НК 674665 выдан 10.11.2011 г. ОАО ""Автофрамос"", 2011 г.в., цвет синий,,
163,2014-000-000134-295,X7LLSRB2HBH467179,RENAULT LOGAN, ПТС 77 НК 675306 выдан 14.11.2011 г. ОАО ""Автофрамос"", 2011 г.в., цвет синий,,
164,2014-000-000134-295,X7LLSRB2HBH467178,RENAULT LOGAN, ПТС 77 НК 674664 выдан 10.11.2011 г. ОАО ""Автофрамос"", 2011 г.в., цвет синий,,
165,2014-000-000140-949,,NISSAN SAFARI, 1998 года выпуска, двигатель № ТВ45 R051203, шасси № WGY61 800462, кузов отсутствует; цвет кузова белый; ПТС 25 ТЕ 785078; свидетельство о регистрации ТС: 2801№ 233522, государственный регистрационный знак В555УТ 28,,
166,2014-000-000138-794,,NISSAN NOTE, 2006 года выпуска, наименование: легковой; двигатель № HR15 068552A, кузов № E11-180630, цвет: темно-серый, ПТС 25 УР 619525, свидетельство о регистрации ТС 28 12 № 014442; государственный регистрационный знак Е684 НР 28,,
167,2014-000-000139-640,,TOYOTA CROWN ATHLETE, 2004 года выпуска, наименование: легковой, двигатель GR-0020152; шасси - отсутствует; кузов № RS180-5007139, цвет: белый, ПТС 25 УА 351548; свидетельство о регистрации ТС 28 ТТ 210762, государственный регистрационный знак: А555ХН 28,,
168,2014-000-000146-593,KMHDU41DP7U042060,автомашина ХЕНДЭ ЭЛАНТРА, 2006 года выпуска,,
171,2014-000-000150-688,X89679603C0AF0051,Грузовой-тягач специальный, 2012 г.в., гос. номер С458РМ69, марка 6796-03 на шасси VOLVO FН, модель № двиг. D13 023944, шасси YV2ASW0A36B437889, цвет желтый, мощность двиг. 480 л.с., раб. V двиг. 12780 куб.см., разрешенная макс. масса 18000 кг., масса без нагрузки 7500 кг., страна Россия,,
172,2014-000-000150-688,X89679603C0AF0046,Грузовой-тягач специальный, 2012 г.в., гос. номер С444РН69, марка 6796-03 на шасси VOLVO FН, модель № двиг. D13 031066, шасси YV2ASW066B442505, цвет желтый, мощность двиг. 480 л.с., раб. V двиг. 12780 куб.см., разрешенная макс. масса 18000 кг, масса без нагрузки 7500 кг, страна Россия,,
173,2014-000-000150-688,X89679603D0AF0055,Грузовой-тягач специальный, 2013 г.в., гос.номер К892РМ69, марка 6796-03 на шасси VOLVO FН, модель № двиг. D13 015929, шасси YV2ASW0A86B432039, цвет серый, мощность двиг. 480 л.с., раб. V двиг. 12780 куб.см., разрешенная макс. масса 18000 кг., масса без нагрузки 7500 кг., страна Россия,,
174,2014-000-000150-688,X89679603C0AF0027,Грузовой-тягач специальный, 2012 г.в., гос.номер С729РН69, марка 6796-03 на шасси VOLVO FН, модель № двиг. D13 011879, шасси YV2AS02A16A429008, цвет синий, мощность двиг. 440 л.с., раб. V двиг. 12780 куб.см., разрешенная макс.масса 18000 кг., масса без нагрузки 7500 кг., страна Россия,,
175,2014-000-000150-688,X89470104C0AF0005,Грузовой-тягач специальный, 2012 г.в., гос.номер Х692РН69, марка 470104 на шасси МЕRCEDES-BENZ, модель № двиг. ОМ501LА54197600499190, шасси WDB9340321L192438, цвет белый, мощность двиг. 320 л.с., раб.V двиг. 11946 куб.см., разрешенная макс. масса 18000 кг., масса без нагрузки 7000 кг., страна Россия,,
176,2014-000-000157-441,Y3M83781080011882,прицеп МАЗ 837810-020, гос. номер АС 6941, свидетельство о регистрации ТС 66 СХ № 702183 от 27.04.2010, инв. № 10-01612,,
200,2014-000-000160-251,SJNBAAN16U2674176,NISSAN ALMERA 1.5 LUXURY, 2006,,
201,2014-000-000161-907,SALLSAAF4DA776196,Land Rover Range Rover Sport, легковой, 2012 г.в, цвет серый, без повреждений,,
202,2014-000-000162-696,JN1TCNS51U0442603,автомобиль марки INFINITI FX37, легковой, год выпуска 2011, государственный регистрационный знак - A703XO18, идентификационный номер (VIN) JN1TCNS51U0442603; модель, № двигателя VQ37 308213A, шасси № отсутствует, кузов JN1TCNS51U0442603, цвет белый,,
203,2014-000-000163-828,SHSRE78708U016704,автомобиль марки HONDA CR-V, легковой, год выпуска 2008, государственный регистрационный знак - С838УН18, идентификационный номер (VIN) SHSRE78708U016704; модель, № двигателя K24Z4 1018256, шасси № отсутствует, кузов № SHSRE78708U016704, цвет белый,,
204,2014-000-000164-500,,Зерноуборочный комбайн РСМ-10Б ""ДОН-1500Б"", двигатель №70309629, заводской № машины (рамы) 096335, год выпуска 2007, коробка передач №2004, основной ведущий мост (мосты) №2311, рег.знак 34СН2155.,,
205,2014-000-000165-876,WMA26WZZ8BP023972,Автомобиль марки MAN TGS 33.390 6X4 BB-WW, год выпуска - 2010, двигатель D2066LF02 50526750932686, шасси WMA26WZZ8BP023972, цвет - оранжевый, регистрационный номер М285РН40,,
206,2014-000-000168-573,WVWZZZ1KZ8W158127,автомобиль марки VOLKSWAGEN GOLF, легковой, год выпуска 2007, государственный регистрационный знак - B999OA18, идентификационный номер (VIN) WVWZZZ1KZ8W158127; модель, № двигателя BSE 498791, шасси № отсутствует, кузов WVWZZZ1KZ8W158127, цвет серебристый,,
209,2014-000-000172-988,X8996091PC0AE4011,Полуприцеп-топливнозаправщик ППЦТ-17,6; 2012 года выпуска, цвет: белый, ПТС №31 НМ 669567 выдан 20.07.2012 адрес местонахождения: г.Владимир, мкр.Юрьевец, ул.Ноябрьская, д.138.,,
210,2014-000-000172-988,X8996091PC0AE4012,Полуприцеп-топливнозаправщик ППЦТ-27; 2012 года выпуска, цвет: белый, ПТС №31 НМ 669568 выдан 20.07.2012 адрес местонахождения: г.Владимир, мкр.Юрьевец, ул.Ноябрьская, д.138.,,
211,2014-000-000172-988,030150S7331,Автопогрузчик HELI CPQD15(FG15); 2012 года выпуска, цвет: оранжевый, ТС №233057 выдан 09.12.2012 адрес местонахождения: г.Владимир, мкр.Юрьевец, ул.Ноябрьская, д.138.,,
215,2014-000-000173-073,SALLSAAE4BA713833,автомашина LAND ROVER RANGE ROVER SPORT, 2011 года выпуска, цвет - ярко-белый,,
216,2014-000-000174-733,WP1AA2A23BLA04881,автомашина PORSHE CAYENNE, 2010 года выпуска, цвет - черный,,
217,2014-000-000175-670,JTJHT00W523520160,автомашина LEXUS LX470, 2002 года выпуска, цвет - черный,,
218,2014-000-000176-813,JTHBK262805083847,автомашина LEXUS IS250, 2008 года выпуска, цвет - серо-голубой,,
219,2014-000-000177-750,WAUZZZ8K69A191760,автомашина АУДИ S4, 2009 года выпуска, цвет- красный,,
220,2014-000-000178-236,JSAJTD54V00275087,автомашина SUZUKI GRAND VITARA, 2008 года выпуска, цвет- красный,,
221,2014-000-000179-173,WAUZZZ4L78D001556,АВТОМАШИНА AUDI Q7 3.0 TDI QUATTRO, цвет черный,,
222,2014-000-000180-471,WP1AA29P44LA24107,автомашина PORSCHE CAYENNE, 204 года выпуска, цвет бордовый,,
223,2014-000-000181-421,XW8ZZZ61ZCG017024,автомашина VOLKSWAGEN POLO, 2011 года выпуска, цвет - черный,,
224,2014-000-000182-369,WDB4632481X123598,автомашина МЕРСЕДЕС БЕНЦ G500, 2000 года выпуска, цвет- черный,,
225,2014-000-000182-369,Z7J23210B70000103,АВТОМОБИЛЬ-ФУРГОН, 23210ВБ 207 гшода выпуска, цвет - белый,,
226,2014-000-000183-319,SB1BR56L60E250900,автомашина TOYOTA AVENSIS, 2008 года выпуска, цвет - серебристый,,
227,2014-000-000183-319,Y3K65151071200784,МЗКТ-65151, 200 года выпуска, цвет- желтый,,
229,2014-000-000184-612,JTMBH31V506064254,TOYOTA RAV4, 2007 года выпуска, цвет черный,,
230,2014-000-000185-556,SALVA2BB9CH643555,автомашина LAND ROVER RANGE ROVER EVOQUE, 2012 года выпуска, цвет- ярко-белый,,
231,2014-000-000186-853,1FMCU92Z18KA33134,автомашина FORD ESCAPE, 2007 года выпуска, цвет-серо-голубой,,
232,2014-000-000187-061,,Зерноуборочный Комбайн РСМ-10Б ""Дон 1500Б,,
233,2014-000-000188-295,Z94CU41CBDR200382,Марка, Модель HYUNDAI SOLARIS Наименование (тип ТС) ЛЕГКОВОЙ, В год выпуска 2013 тип, № двигателя БЕНЗИНОВЫЙ, G4FA CW558878 кузов, кабина Z94CU41CBDR200382 цвет БЕЛЫЙ Мощность двигателя , л.с. 107 л.с. (78,7 кВт) Рабочий объем двигателя, куб.см 1396 Организация- изготовитель ТС (страна) ООО ""ХММР"" (РОССИЯ) Серия, №ТД, ТПО отсутствует ПТС 78 НС №319075 от 13.03.2013 г.,,
234,2014-000-000189-870,KMHSH81BDCU882885,Марка, Модель HYUNDAI SANTA FE 2.4 AT Наименование (тип ТС) ЛЕГКОВОЙ, В год выпуска 2012 тип, № двигателя БЕНЗИНОВЫЙ, G4KE CU686223 кузов, кабина KMHSH81BDCU882885 цвет СИНИЙ Мощность двигателя , л.с. 174 (128) Рабочий объем двигателя, куб.см 2359 Организация- изготовитель ТС (страна) ХЕНДЭ МОТОР КОМПАНИ (КОРЕЯ, РЕСПУБЛИКА) Серия, №ТД, ТПО 10009194/310312/0008167 ПТС 78 УС №557031 от 31.03.2012 г.,,
235,2014-000-000187-061/1,,Зерноуборочный Комбайн РСМ-105 ""Дон 1500Б"" 2003 года выпуска, двигатель № 30176846, свидетельство о регистрации ВН № 882772, государственный регистрационный знак 34 ВК 5008,,
236,2014-000-000187-061/1,,Зерноуборочный Комбайн РСМ-105 ""Дон 1500Б"" 2003 года выпуска, двигатель № 30177807, свидетельство о регистрации ВН № 882771, государственный регистрационный знак 34 ВК 5007,,
237,2014-000-000190-543,WDD2073471F119129,Марка, Модель MERCEDES-BENZ E250 Наименование (тип ТС) ЛЕГКОВОЙ, В год выпуска 2011 тип, № двигателя БЕНЗИНОВЫЙ, 27186030228497 кузов, кабина WDD2073471F119129 цвет ЧЕРНЫЙ Мощность двигателя , л.с. 204 л.с, 150 кВт Рабочий объем двигателя, куб.см 1796 Организация- изготовитель ТС (страна) DAIMLER AG (Германия) Серия, №ТД, ТПО 10009210/290311/0000016 ПТС 77 УE №490458 от 29.03.2011 г.,,
238,2014-000-000191-300,XUFPE6DD1D3050773,автомашина OPEL P-J ASTRA, 2013 года выпуска, цвет - белый,,
239,2014-000-000192-799,X8929454580AK5061,автомашина РЫЦАРЬ- 294544-01, специализированный, бронированный, 2008 года выпуска, цвет желтый,,
240,2014-000-000193-931,XW8ZZZ61ZEG062701,автомашина VOLKSWAGEN POLO, 2014 года выпуска, цвет- темно-синий,,
241,2014-000-000194-609,Z94CT51CACR038589,автомашина HYUNDAY SOLARIS 2012 года выпуска, цвет - черный,,
259,2014-000-000196-234,JN1TANS50U0001448,Марка, Модель INFINITI FX35 PREMIUM Наименование (тип ТС) ЛЕГКОВОЙ, В год выпуска 2007 тип, № двигателя БЕНЗИНОВЫЙ, кузов, кабина JN1TANS50U0001448 цвет серый Мощность двигателя , л.с. 280 (206) Рабочий объем двигателя, куб.см 3498 Организация- изготовитель ТС (страна) Япония Серия, №ТД, ТПО 10222070/240507/ПО16340 ПТС 78 ТО №116760 от 27.05.2007 года,,
260,2014-000-000197-059,1HGRM4870DL510735,Автомобиль HONDA CR-V,,
261,2014-000-000198-028,WDD2040311A881359,Марка, Модель MERSEDES BENZ C180 Наименование (тип ТС) ЛЕГКОВОЙ, В год выпуска 2013 тип, № двигателя БЕНЗИНОВЫЙ, 27491030069071 кузов, кабина WDD2040311A881359 цвет черный Мощность двигателя , л.с. 156 (115) Рабочий объем двигателя, куб.см 1595 Организация- изготовитель ТС (страна) Германия Серия, №ТД, ТПО 10009210/260513/0003293 ПТС 77 УН №541246 от 26.05.2013 года,,
262,2014-000-000199-266,WDS1668231A247872,МERSEDES-BENZ GL 350CDI 4 MATIC 2013 года выпуска, цвет кузова-черный, регистрационный знак В 900 СЕ 178, ПТС 77 УР 948856 от 27.06.2013,,
263,2014-000-000200-270,,Трактор ХТЗ-150К-09-25, заводской № машины (рамы) 592780(661453-665388), двигатель № Е0546060, коробка передач № 14330, основной ведущий мост (мосты) № В1312251, В1401070, цвет синий, 2014 год выпуска заводом,,
265,2014-000-000202-524,WBAFG01040L189459,Марка, Модель BMW X6 XDRIVE 360 Наименование (тип ТС) ЛЕГКОВОЙ, В год выпуска 2009 тип, № двигателя ДИЗЕЛЬНЫЙ, 22719523113077 кузов, кабина WBAFG01040L189459 цвет БЕЛЫЙ Мощность двигателя , л.с. 286 (210) Рабочий объем двигателя, куб.см 2993 Организация- изготовитель ТС (страна) Германия Серия, №ТД, ТПО 10009142/191212/ВБ-6680446 ПТС 77 УА №927211 от 19.12.2012 года,,
327,2014-000-000205-467,,Комбайн кормоуборочный самоходный JOHN DEERE 7350. Предприятие изготовитель – ZWEIGNIEDERLASSUNG DER DEER & COMPANY. Год выпуска – 2011. Заводской № машины (рамы) – 1Z07350XCB0511603. Двигатель № - 6135HZ006AB RG6135L017818. Цвет – зеленый, желтый. Вид движителя – колесный. Мощность двигателя, кВт (л.с.) 352(478.91). Конструкционная масса, кг – 16000. Максимальная конструкционная скорость, км/час – 30. Габаритные размеры, мм – 6620/3450/3700,,
331,2014-000-000206-417,,Комбайн зерноуборочный New-Holland CSX 7080 в комплекте с жаткой и рапсовым столом. Предприятие изготовитель – СНХ Бельгиум Н.В. Год выпуска – 2008. Заводской № машины (рамы) – 371664040. Двигатель № - 8870. Цвет – желтый. Вид движителя – колесный. Мощность двигателя, кВт (л.с.) 221(300). Конструкционная масса, кг – 13130. Максимальная конструкционная скорость, км/час – 30. Габаритные размеры, мм – 8640х3840х3980,,
332,2014-000-000206-417,,Комбайн зерноуборочный New-Holland CSX 7080 в комплекте с жаткой и рапсовым столом. Предприятие изготовитель – СНХ Бельгиум Н.В. Год выпуска – 2008. Заводской № машины (рамы) – 371664031. Двигатель № - 8800. Цвет – желтый. Вид движителя – колесный. Мощность двигателя, кВт (л.с.) 221(300). Конструкционная масса, кг – 13130. Максимальная конструкционная скорость, км/час – 30. Габаритные размеры, мм – 8640х3840х3980,,
333,2014-000-000206-417,,Трактор колесный JOHN DEERE 8430. Предприятие изготовитель – ДИР ЭНД КОМПАНИ (ДЖОН ДИР). Год выпуска – 2008. Заводской № машины (рамы) – RW8430P025310. Двигатель № - RG6090B002628. Коробка передач – R0TD168119839. Цвет – зеленый. Вид движителя – колесный. Мощность двигателя, кВт (л.с.) 224.33(305). Конструкционная масса, кг – 11793. Максимальная конструкционная скорость, км/час – 42.,,
334,2014-000-000206-417,,Трактор колесный JOHN DEERE 8430. Предприятие изготовитель – ДИР ЭНД КОМПАНИ (ДЖОН ДИР). Год выпуска – 2008. Заводской № машины (рамы) – RW8430P040101. Двигатель № - RG6090B003741. Коробка передач – R0TD1681235594. Цвет – зеленый. Вид движителя – колесный. Мощность двигателя, кВт (л.с.) 224.33(305). Конструкционная масса, кг – 12184. Максимальная конструкционная скорость, км/час – 40.,,
